start_id,end_id,type,source,confidence
speaker_Mrs._Cathay_Wagantall_(YorktonMelville,_CPC),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Carla_Qualtrough,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mrs._Cathay_Wagantall,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Richard_Lehoux_(Beauce,_CPC),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mrs._Claude_DeBellefeuille_(SalaberrySurot,_BQ),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mrs._Claude_DeBellefeuille,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Richard_Lehoux,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_The_Acting_Chair_(Mrs._Alexandra_Mends_(BrossardSaint-Lambert,_Lib.)),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Blaine_Calkins_(Red_DeerLacombe,_CPC),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Blaine_Calkins,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_The_Acting_Chair_(Mrs._Alexandra_Mends),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Paul_Manly_(NanaimoLadysmith,_GP),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Patty_Hajdu_(Minister_of_Health),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Paul_Manly,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Deb_Schulte,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Mary_Ng_(Minister_of_Small_Business,_Export_Promotion_and_International_Trade),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Jonathan_Wilkinson_(Minister_of_Environment_and_Climate_Change),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Ms._Niki_Ashton_(ChurchillKeewatinook_Aski,_NDP),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Marc_Miller_(Minister_of_Indigenous_Services),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Ms._Niki_Ashton,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Marc_Miller,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Bill_Morneau,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Damien_Kurek,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Blake_Richards_(BanffAirdrie,_CPC),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Mlanie_Joly_(Minister_of_Economic_Development_and_Official_Languages),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Blake_Richards,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Mlanie_Joly,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Seamus_O'Regan_(Minister_of_Natural_Resources),meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Seamus_O'Regan,meeting_covid10,PARTICIPATED_IN,MISeD,1.0
speaker_User_Interface,topic_What,DISCUSSES,MISeD,0.8
speaker_User_Interface,topic_User,DISCUSSES,MISeD,0.8
speaker_User_Interface,topic_Interface,DISCUSSES,MISeD,0.8
speaker_User_Interface,topic_Besides,DISCUSSES,MISeD,0.8
speaker_Project_Manager,meeting_ES2005a,PARTICIPATED_IN,MISeD,1.0
speaker_Industrial_Designer,meeting_ES2005a,PARTICIPATED_IN,MISeD,1.0
speaker_User_Interface,meeting_ES2005a,PARTICIPATED_IN,MISeD,1.0
speaker_Marketing,meeting_ES2005a,PARTICIPATED_IN,MISeD,1.0
speaker_Meilyr_Rowlands,topic_Can,DISCUSSES,MISeD,0.8
speaker_Meilyr_Rowlands,topic_Meilyr,DISCUSSES,MISeD,0.8
speaker_Meilyr_Rowlands,topic_Rowlands,DISCUSSES,MISeD,0.8
topic_Can,concept_Frequent_changes_in_education_reform_can_have_risks,_but_the_process_has_been_ongoing_for_a_few_years_now,_and_they_have_seen_gradual_improvements_and_no_slippage,RELATES_TO,MISeD,0.7
topic_Can,concept_The_new_curriculum_being_introduced_in_primary_schools_in_its_entirety_and_in_phases_for_secondary_schools_will_help_to_address_concerns_about_differences_in_preparedness_between_the_two_school_types,RELATES_TO,MISeD,0.7
topic_Can,concept_A_long-term_solution_for_the_shortage_of_teachers_needs_to_be_found,_and_they_welcome_the_opportunity_to_work_with_the_Government_on_this_issue,RELATES_TO,MISeD,0.7
topic_Can,concept_A_multi-agency_approach_for_supporting_schools_causing_concern_has_been_piloted_and_shows_promising_results,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_Frequent_changes_in_education_reform_can_have_risks,_but_the_process_has_been_ongoing_for_a_few_years_now,_and_they_have_seen_gradual_improvements_and_no_slippage,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_The_new_curriculum_being_introduced_in_primary_schools_in_its_entirety_and_in_phases_for_secondary_schools_will_help_to_address_concerns_about_differences_in_preparedness_between_the_two_school_types,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_A_long-term_solution_for_the_shortage_of_teachers_needs_to_be_found,_and_they_welcome_the_opportunity_to_work_with_the_Government_on_this_issue,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_A_multi-agency_approach_for_supporting_schools_causing_concern_has_been_piloted_and_shows_promising_results,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_Frequent_changes_in_education_reform_can_have_risks,_but_the_process_has_been_ongoing_for_a_few_years_now,_and_they_have_seen_gradual_improvements_and_no_slippage,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_The_new_curriculum_being_introduced_in_primary_schools_in_its_entirety_and_in_phases_for_secondary_schools_will_help_to_address_concerns_about_differences_in_preparedness_between_the_two_school_types,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_A_long-term_solution_for_the_shortage_of_teachers_needs_to_be_found,_and_they_welcome_the_opportunity_to_work_with_the_Government_on_this_issue,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_A_multi-agency_approach_for_supporting_schools_causing_concern_has_been_piloted_and_shows_promising_results,RELATES_TO,MISeD,0.7
topic_Can,concept_Concerns_were_raised_about_the_funding_challenges_faced_by_secondary_schools_in_particular,_as_they_have_seen_a_decline_in_surpluses_and_reserves,_putting_pressure_on_their_budgets,RELATES_TO,MISeD,0.7
topic_Can,concept_Sufficient_funding_is_needed_to_offer_support_to_schools_that_are_struggling,_and_this_may_have_implications_for_the_allocation_of_additional_funding,RELATES_TO,MISeD,0.7
topic_Can,concept_Financial_incentives_for_teachers_and_school_leaders_in_challenging_schools_or_subjects_could_be_considered_to_attract_and_retain_staff,RELATES_TO,MISeD,0.7
topic_What,concept_The_multi-agency_approach_for_supporting_schools_causing_concern_has_shown_promising_results_in_the_pilot_scheme,RELATES_TO,MISeD,0.7
topic_What,concept_It_involves_a_collective_effort_from_different_agencies,_such_as_local_authorities,_consortia,_and_schools,_to_provide_support_to_these_schools,RELATES_TO,MISeD,0.7
topic_What,concept_This_collaborative_approach_ensures_that_schools_receive_comprehensive_and_coordinated_support_tailored_to_their_specific_needs,RELATES_TO,MISeD,0.7
topic_What,concept_Ensuring_that_all_agencies_involved_have_a_clear_understanding_of_their_roles_and_responsibilities_within_the_multi-agency_framework,RELATES_TO,MISeD,0.7
topic_What,concept_Establishing_effective_mechanisms_for_communication_and_collaboration_among_the_different_agencies_to_ensure_a_coordinated_and_cohesive_approach,RELATES_TO,MISeD,0.7
topic_What,concept_Securing_sufficient_resources_to_provide_the_necessary_support_to_schools_in_need,_as_this_may_require_additional_funding_and_staffing,RELATES_TO,MISeD,0.7
topic_What,concept_Addressing_potential_resistance_or_reluctance_from_schools_to_engage_with_external_support_agencies,_as_they_may_feel_their_autonomy_is_being_undermined,RELATES_TO,MISeD,0.7
topic_What,concept_Evaluating_the_effectiveness_of_the_multi-agency_approach_and_making_adjustments_as_needed_to_improve_its_impact_on_schools,RELATES_TO,MISeD,0.7
topic_Apart,concept_Factors_such_as_workload,_lack_of_resources,_and_limited_career_progression_opportunities_may_make_it_difficult_to_attract_and_retain_high-quality_teachers_and_leaders,RELATES_TO,MISeD,0.7
topic_Apart,concept_The_effectiveness_of_the_multi-agency_approach_may_vary_depending_on_the_local_context,_as_the_specific_challenges_and_needs_of_schools_can_differ_across_different_regions_and_communities,RELATES_TO,MISeD,0.7
speaker_Meilyr_Rowlands,topic_Why,DISCUSSES,MISeD,0.8
topic_What,concept_The_participants_discussed_the_impact_of_varying_funding_levels_on_secondary_schools,_with_concerns_raised_about_those_in_deficit,RELATES_TO,MISeD,0.7
topic_What,concept_They_also_explored_potential_solutions_to_address_the_shortage_of_teachers_and_the_impact_of_curriculum_reform_on_school_preparedness,RELATES_TO,MISeD,0.7
topic_What,concept_The_participants_further_examined_the_effectiveness_of_the_multi-agency_approach_in_supporting_schools_causing_concern_and_considered_the_need_for_additional_funding_to_enhance_its_impact,RELATES_TO,MISeD,0.7
speaker_Meilyr_Rowlands,topic_Did,DISCUSSES,MISeD,0.8
topic_Did,concept_They_mentioned_that_secondary_schools_have_a_greater_challenge_in_terms_of_preparedness_for_the_new_curriculum_compared_to_primary_schools,RELATES_TO,MISeD,0.7
topic_Did,concept_They_also_highlighted_the_funding_disparity_between_primary_and_secondary_schools,_with_secondary_schools_facing_deficits_while_primary_schools_have_maintained_surpluses,RELATES_TO,MISeD,0.7
topic_Did,concept_Furthermore,_they_recognized_the_need_to_address_the_issue_of_secondary_school_teachers_and_leaders_leaving_the_profession_during_their_first_year,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_They_mentioned_that_secondary_schools_have_a_greater_challenge_in_terms_of_preparedness_for_the_new_curriculum_compared_to_primary_schools,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_They_also_highlighted_the_funding_disparity_between_primary_and_secondary_schools,_with_secondary_schools_facing_deficits_while_primary_schools_have_maintained_surpluses,RELATES_TO,MISeD,0.7
topic_Meilyr,concept_Furthermore,_they_recognized_the_need_to_address_the_issue_of_secondary_school_teachers_and_leaders_leaving_the_profession_during_their_first_year,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_They_mentioned_that_secondary_schools_have_a_greater_challenge_in_terms_of_preparedness_for_the_new_curriculum_compared_to_primary_schools,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_They_also_highlighted_the_funding_disparity_between_primary_and_secondary_schools,_with_secondary_schools_facing_deficits_while_primary_schools_have_maintained_surpluses,RELATES_TO,MISeD,0.7
topic_Rowlands,concept_Furthermore,_they_recognized_the_need_to_address_the_issue_of_secondary_school_teachers_and_leaders_leaving_the_profession_during_their_first_year,RELATES_TO,MISeD,0.7
speaker_Lynne_Neagle_AM,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Suzy_Davies_AM,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Meilyr_Rowlands,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Sian_Gwenllian_AM,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Claire_Morgan,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Jassa_Scott,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Janet_Finch-Saunders_AM,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Dawn_Bowden_AM,meeting_education3,PARTICIPATED_IN,MISeD,1.0
speaker_Hefin_David_AM,meeting_education3,PARTICIPATED_IN,MISeD,1.0
topic_Besides,concept_A_scroll_wheel_with_push-button_functionality,RELATES_TO,MISeD,0.7
topic_Besides,concept_A_single_curved_design,RELATES_TO,MISeD,0.7
topic_Besides,concept_A_variety_of_color_options,_including_a_special_green_color,RELATES_TO,MISeD,0.7
topic_Can,concept_Single_curved_design,RELATES_TO,MISeD,0.7
topic_Can,concept_Scroll_wheel_with_push-button_functionality,RELATES_TO,MISeD,0.7
topic_Can,concept_Advanced_printed_circuit_board_(PCB),RELATES_TO,MISeD,0.7
topic_Can,concept_Single_battery,RELATES_TO,MISeD,0.7
topic_Can,concept_Titanium_casing,RELATES_TO,MISeD,0.7
topic_Can,concept_Variety_of_color_options,_including_a_special_green_color,RELATES_TO,MISeD,0.7
speaker_Industrial_Designer,topic_Why,DISCUSSES,MISeD,0.8
speaker_Industrial_Designer,topic_Industrial,DISCUSSES,MISeD,0.8
speaker_Industrial_Designer,topic_Designer,DISCUSSES,MISeD,0.8
topic_Besides,concept_They_decided_to_use_titanium_instead_of_rubber_for_the_remote’s_casing,RELATES_TO,MISeD,0.7
topic_Besides,concept_They_finalized_the_use_of_a_single_battery_instead_of_two_smaller_batteries,RELATES_TO,MISeD,0.7
topic_Besides,concept_The_participants_confirmed_that_they_would_use_a_variety_of_color_options,_including_a_special_green_color,RELATES_TO,MISeD,0.7
speaker_Project_Manager,meeting_TS3005d,PARTICIPATED_IN,MISeD,1.0
speaker_Industrial_Designer,meeting_TS3005d,PARTICIPATED_IN,MISeD,1.0
speaker_User_Interface,meeting_TS3005d,PARTICIPATED_IN,MISeD,1.0
speaker_Marketing,meeting_TS3005d,PARTICIPATED_IN,MISeD,1.0
speaker_Marketing,topic_What,DISCUSSES,MISeD,0.8
speaker_Marketing,topic_Marketing,DISCUSSES,MISeD,0.8
speaker_Marketing,topic_Other,DISCUSSES,MISeD,0.8
topic_What,concept_Experiences_with_remote_controls,RELATES_TO,MISeD,0.7
topic_What,concept_First_ideas_for_the_new_remote,RELATES_TO,MISeD,0.7
topic_What,concept_Possible_topics_for_discussion,RELATES_TO,MISeD,0.7
topic_What,concept_Industrial_Designer_(ID):_Responsible_for_thinking_about_the_working_design_of_the_remote_control,RELATES_TO,MISeD,0.7
topic_What,concept_User_Interface_Designer_(UID):_Responsible_for_designing_the_technical_functions_of_the_remote_control_to_ensure_that_it_meets_the_desired_functionalities,RELATES_TO,MISeD,0.7
topic_What,concept_Marketing:_Responsible_for_specifying_the_user_requirements_for_the_remote_control,_outlining_what_the_users_expect_from_the_product,RELATES_TO,MISeD,0.7
speaker_Project_Manager,meeting_ES2010a,PARTICIPATED_IN,MISeD,1.0
speaker_Marketing,meeting_ES2010a,PARTICIPATED_IN,MISeD,1.0
speaker_Industrial_Designer,meeting_ES2010a,PARTICIPATED_IN,MISeD,1.0
speaker_User_Interface,meeting_ES2010a,PARTICIPATED_IN,MISeD,1.0
speaker_The_Chair_(Hon._Anthony_Rota_(NipissingTimiskaming,_Lib.)),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Ms._Elizabeth_May_(SaanichGulf_Islands,_GP),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_The_Chair,meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Ken_Hardie_(FleetwoodPort_Kells,_Lib.),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Denis_Trudel_(LongueuilSaint-Hubert,_BQ),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Garnett_Genuis_(Sherwood_ParkFort_Saskatchewan,_CPC),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Kevin_Lamoureux_(Winnipeg_North,_Lib.),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mrs._Jenica_Atwin_(Fredericton,_GP),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Terry_Beech_(Burnaby_NorthSeymour,_Lib.),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Doug_Shipley_(BarrieSpringwaterOro-Medonte,_CPC),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Ms._Kate_Young_(London_West,_Lib.),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._Stphane_Bergeron_(Montarville,_BQ),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Mr._James_Maloney_(EtobicokeLakeshore,_Lib.),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
speaker_Hon._Alice_Wong_(Richmond_Centre,_CPC),meeting_covid8,PARTICIPATED_IN,MISeD,1.0
